"시설번호","시설유형코드","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","상세위치","안전센터명","보호틀유무","사용가능여부","설치년도","배관깊이","출수압력","배관지름","관할소방서명","관할소방서전화번호","데이터기준일자","제공기관코드","제공기관명"
"2-1-009","01","경상남도","양산시","48330","경상남도 양산시 중앙로220","경상남도 양산시 북부동 148-21","35.34983177","129.0408703","우리은행옆","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-008","01","경상남도","양산시","48330","경상남도 양산시 중앙로 213","경상남도 양산시 북부동 687-11","35.34943198","129.0401941","한일주유소앞","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-007","01","경상남도","양산시","48330","경상남도 양산시 명곡로 40","경상남도 양산시 북부동 686-12","35.35087819","129.0407738","북부시장건너편궁전노래연습장앞","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-062","01","경상남도","양산시","48330","경상남도 양산시 신기강변로78-1","경상남도 양산시 신기동 647-6","35.35347792","129.0361422","삼거리 인도 옆","중앙안전센터","N","Y","2007","1","6.8","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-061","01","경상남도","양산시","48330","경상남도 양산시 신기강변1길 18","경상남도 양산시 신기동 647-25","35.3523997","129.0357433","우방아파트 앞","중앙안전센터","N","Y","2007","1","6.8","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-207","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로138","경상남도 양산시 물금읍 증산리 1732","35.3059220797","129.0090857","양산공영차고지","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-006","01","경상남도","양산시","48330","경상남도 양산시 북안남1길2","경상남도 양산시 북부동 491-3","35.34393943","129.0353272","구터미널 버스 정류장 유플러스앞","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-005","01","경상남도","양산시","48330","경상남도 양산시 북안북8길5","경상남도 양산시 북부동 520","35.35056464","129.0415949","북부시장상가 가동 삼정치킨 맞은편","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-004","01","경상남도","양산시","48330","경상남도 양산시 중앙로219","경상남도 양산시 북부동 686-8","35.35019531","129.040523","우리은행맞은편,홍익자동차상사앞","중앙안전센터","Y","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-003","01","경상남도","양산시","48330","경상남도 양산시 중앙우회로102","경상남도 양산시 북부동 269","35.34658491","129.0431829","양산초등학교정문옆","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-002","01","경상남도","양산시","48330","경상남도 양산시 중앙로199","경상남도 양산시 북부동 688-8","35.3482092","129.0398374","국민은행맞은편,LG화재앞","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"2-1-001","01","경상남도","양산시","48330","경상남도 양산시 명곡로319","경상남도 양산시 명곡동 910-6","35.34091118","129.064308","동원과학기술대학입구 편의점 밑","중앙안전센터","N","Y","2007","1","6.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-3-005","04","경상남도","양산시","48330","경상남도 양산시 원동면 원동로 1596","경상남도 양산시 원동면 원리 777","35.36987482","128.9203858","원동119지역대","원동지역대","N","Y","2007","1","0","60","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-3-004","04","경상남도","양산시","48330","경상남도 양산시 원동면 원동면 화제로 175","경상남도 양산시 원동면 화제리 349-1","35.3569973443","128.9875663","지나마을회관","원동지역대","N","Y","2007","1","0","60","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-3-003","04","경상남도","양산시","48330","경상남도 양산시 원동면 원동로 1397 도로변","경상남도 양산시 원동면 원리 1008-2","35.35913855","128.9288213","삼정지마을 물탱크","원동지역대","N","Y","2007","1","0","60","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-3-002","04","경상남도","양산시","48330","경상남도 양산시 새목1길 3","경상남도 양산시 유산동 94-2","35.3730384","129.0276106","동아 타이어","물금안전센터","N","Y","1996","1","2.5","60","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-3-001","04","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 719","경상남도 양산시 물금읍 범어리 687-1","35.3340388799","129.0100292853","소방서 내","물금안전센터","N","Y","1991","1","2.5","60","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-2-001","02","경상남도","양산시","48330","경상남도 양산시 물금읍 서들1길 32-11","경상남도 양산시 물금읍 증산리 1787-7","35.30657436","129.0080091","물금중부공원","물금안전센터","N","Y","2013","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-250","01","경상남도","양산시","48330","경상남도 양산시 물금읍 제방로 225","경상남도 양산시 물금읍 증산리 1416","35.30073278","129.0136855","양산ICD","물금안전센터","Y","Y","2018","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-249","01","경상남도","양산시","48330","경상남도 양산시 물금읍 청룡로 33","경상남도 양산시 물금읍 가촌리 990","35.32652607","128.9950691","국민체육센터","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-248","01","경상남도","양산시","48330","경상남도 양산시 물금읍 서들로 138","경상남도 양산시 물금읍 가촌리 1301-4","35.31126889","129.0060441","대방노블랜드 3차 옆 상가","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-247","01","경상남도","양산시","48330","경상남도 양산시 물금읍 서들로 138","경상남도 양산시 물금읍 가촌리 1301-4","35.31126889","129.0060441","대방노블랜드 3차 옆 나래스타 빌딩","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-246","01","경상남도","양산시","48330","경상남도 양산시 물금읍 서들로 142","경상남도 양산시 물금읍 가촌리 1301-3","35.311483","129.0063107","세원스타","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-245","01","경상남도","양산시","48330","경상남도 양산시 물금읍 증산역로 143","경상남도 양산시 물금읍 가촌리 1295-2","35.31010773","129.0059189","지오프라자","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-244","01","경상남도","양산시","48330","경상남도 양산시 물금읍 증산역로 153","경상남도 양산시 물금읍 가촌리 1295-2","35.30977563","129.0067623","정우프라자","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-243","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리1길 22","경상남도 양산시 물금읍 가촌리 1293-2","35.31088047","129.0083046","미래타워","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-242","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리로 118","경상남도 양산시 물금읍 가촌리 1293-1","35.3111229","129.0084175","우성프라자","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-241","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리1길 20","경상남도 양산시 물금읍 가촌리 1293-3","35.31062912","129.0081805","골든프라자2차 와 초이스타워","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-240","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리2길 27","경상남도 양산시 물금읍 가촌리 1293-5","35.31010886","129.0078771","골든프라자 2차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-239","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리2길 43","경상남도 양산시 물금읍 가촌리 1293-8","35.31052667","129.0085751","골든프라자 1차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-238","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리로 129","경상남도 양산시 물금읍 가촌리 1291-2","35.31127282","129.0098929","마레죤상가 옆","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-237","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리3길 14","경상남도 양산시 물금읍 가촌리 1289-1","35.31211228","129.0100243","탑훼밀리마트 증산점","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-236","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 156(우성스마트시티뷰 아파트 옆 공원 앞)","경상남도 양산시 물금읍 가촌리 1284","35.31182856","129.0081074","메기들공원","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-235","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리로 89","경상남도 양산시 물금읍 가촌리 1282","35.3127001","129.0067436","양우내안애 3차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-180","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실로 116","경상남도 양산시 물금읍 가촌리 1278-2","35.31183347","129.0021033","대방6차 601동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-179","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실로 115","경상남도 양산시 물금읍 가촌리 1277-2","35.31383434","128.9999506","대방5차 502동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-234","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리로 51","경상남도 양산시 물금읍 가촌리 1280-6","35.31574928","129.0035075","나래매트로씨티","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-233","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 91","경상남도 양산시 물금읍 범어리 2768-2","35.31705549","129.0039054","반도유보라4차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-232","01","경상남도","양산시","48330","경상남도 양산시 물금읍 서들로 179","경상남도 양산시 물금읍 범어리 2785-4","35.31434082","129.0073358","반도유보라3차 101동 옆 상가","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-231","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 155","경상남도 양산시 물금읍 가촌리 1285","35.31311216","129.0087502","동원로얄듀크4차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-230","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 155","경상남도 양산시 물금읍 가촌리 1285","35.31311216","129.0087502","동원로얄듀크4차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-229","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리3길","경상남도 양산시 물금읍 범어리 2782","35.3157667","129.0114445","엘리시아1차 상가","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-228","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리4길13","경상남도 양산시 물금읍 범어리 2782","35.31435109","129.0110811","에이원씨티와 엘리시아1차 상가","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-227","01","경상남도","양산시","48330","경상남도 양산시 물금읍 서들로 179","경상남도 양산시 물금읍 범어리 2785-4","35.31434082","129.0073358","반도유보라3차","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-226","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 16-15","경상남도 양산시 어곡동 1070-8","35.38499912","129.0146536","코리아테크노","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-225","01","경상남도","양산시","48330","경상남도 양산시 어곡공단 6길 16-55","경상남도 양산시 어곡동 1070-1","35.38747565","129.0140683","아워홈","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-224","01","경상남도","양산시","48330","경상남도 양산시 어곡공단로 176","경상남도 양산시 어곡동 1074-6","35.38670072","129.0161829","금성열처리","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-223","01","경상남도","양산시","48330","경상남도 양산시 어곡공단 7길 25","경상남도 양산시 어곡동 1074-11","35.3866317","129.0179541","신영엔지니어링","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-222","01","경상남도","양산시","48330","경상남도 양산시 어곡공단7길 45","경상남도 양산시 어곡동 1074-17","35.38791428","129.0165724","에스티이엔지","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-221","01","경상남도","양산시","48330","경상남도 양산시 어곡공단로 186","경상남도 양산시 어곡동 1074-3","35.387355","129.0155527","에이앤오테크","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-220","01","경상남도","양산시","48330","경상남도 양산시 어곡공단 6길 16-55","경상남도 양산시 어곡동 1070-1","35.38747565","129.0140683","아워홈 후문","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-219","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 26","경상남도 양산시 어곡동 1070-5","35.38476367","129.0139352","세동목재산업","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-218","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 26","경상남도 양산시 어곡동 1070-5","35.38476367","129.0139352","세동목재 북쪽","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-217","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 26","경상남도 양산시 어곡동 1070-5","35.38476367","129.0139352","세동목재 북쪽","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-216","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 26","경상남도 양산시 어곡동 1070-5","35.38476367","129.0139352","세동목재산업","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-215","01","경상남도","양산시","48330","경상남도 양산시 어곡공단6길 15","경상남도 양산시 어곡동 1072-3","35.38418356","129.0153918","영진","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-214","01","경상남도","양산시","48330","경상남도 양산시 어곡공단5길 20","경상남도 양산시 어곡동 864-1","35.37963367","129.0204965","한국철강","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-213","01","경상남도","양산시","48330","경상남도 양산시 어곡공단7길 9","경상남도 양산시 어곡동 1074-9","35.3862174","129.0179159","한국철강산업","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-212","01","경상남도","양산시","48330","경상남도 양산시 어곡공단1길 10","경상남도 양산시 어곡동 869-5","35.37228991","129.0191493","화인테크놀로지","물금안전센터","N","Y","2015","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-211","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로 203(부산대양산캠퍼스역 쪽으로 500m)","경상남도 양산시 물금읍 가촌리 1279-11","35.3116065660","129.0105161744","양산부산대역과 증산역 사이","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-210","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로 199","경상남도 양산시 물금읍 가촌리 1290-3","35.31117901","129.0103316","삼정그린코아","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-209","01","경상남도","양산시","48330","경상남도 양산시 물금읍 증산역로 153","경상남도 양산시 물금읍 가촌리 1295-2","35.30977563","129.0067623","라피에스타","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-208","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로168","경상남도 양산시 물금읍 증산리 1818","35.30824101","129.0102731","증산역","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-153","01","경상남도","양산시","48330","경상남도 양산시 물금읍 청운로 29","경상남도 양산시 물금읍 물금리 882-10","35.30710369","128.9908839","GS25","물금안전센터","N","Y","2013","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-152","01","경상남도","양산시","48330","경상남도 양산시 물금읍 물금로 12","경상남도 양산시 물금읍 물금리 881-3","35.30753656","128.9875573","낙동강 바다장어","물금안전센터","N","Y","2013","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-151","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 347","경상남도 양산시 물금읍 물금리 372-3","35.30716399","128.9853194","물금역","물금안전센터","N","Y","2013","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-206","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로 137","경상남도 양산시 물금읍 증산리 1732","35.3059220797","129.0090857","양산공영차고지","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-205","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 23","경상남도 양산시 물금읍 가촌리 1312-4","35.32160777","128.9993111","디자인공원 축구장","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-204","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실1길 50","경상남도 양산시 물금읍 범어리 2785-1","35.31607322","129.0074471","증산초등학교","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-203","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실3길 11","경상남도 양산시 물금읍 범어리 2772-8","35.31771409","129.0070808","품에안은 원룸","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-202","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실3길 39","경상남도 양산시 물금읍 범어리 2779-19","35.31600371","129.0090251","야리공원","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-201","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리4길 3","경상남도 양산시 물금읍 범어리 2783-3","35.3147765","129.0102115","조양타워건물","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-200","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리3길 49","경상남도 양산시 물금읍 범어리 2784","35.31493845","129.0113242","A1 City건물","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-199","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실2길 36","경상남도 양산시 물금읍 범어리 2778-15","35.31621993","129.0100645","코아루 캠퍼스 시티","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-198","01","경상남도","양산시","48330","경상남도 양산시 물금읍 새실2길 19","경상남도 양산시 물금읍 범어리 2775-1","35.31761654","129.0090481","항도힐스 건물","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-197","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호로 64","경상남도 양산시 물금읍 가촌리 1269-11","35.31825535","129.0016107","센텀시티프라자","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-196","01","경상남도","양산시","48330","경상남도 양산시 물금읍 물금로 182","경상남도 양산시 물금읍 가촌리 1269-3","35.3189265","129.0000244","금융프라자 건물","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-195","01","경상남도","양산시","48330","경상남도 양산시 물금읍 물금로 188","경상남도 양산시 물금읍 가촌리 1269-1","35.31931879","129.0005461","진우 민물장어구이","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-194","01","경상남도","양산시","48330","경상남도 양산시 물금읍 가촌로 61","경상남도 양산시 물금읍 가촌리 1123-5","35.31751707","128.9894824","양산경찰서 물금자율방범대 사무실","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-193","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호2길 16","경상남도 양산시 물금읍 가촌리 1254-9","35.31975267","128.9982199","CU가촌원룸점","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-192","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호1길 13","경상남도 양산시 물금읍 가촌리 1254-1","35.32037154","128.9974995","홍가숯불구이","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-191","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 533","경상남도 양산시 물금읍 가촌리 844-2","35.32152625","128.9962951","한국타이어","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-190","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 517","경상남도 양산시 물금읍 가촌리 531-2","35.32024522","128.9953336","르노삼성자동차","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-189","01","경상남도","양산시","48330","경상남도 양산시 물금읍 백호2길 32-8","경상남도 양산시 물금읍 가촌리 1257-12","35.31891737","128.996769","통영굴구이","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-188","01","경상남도","양산시","48330","경상남도 양산시 물금읍 물금로 160","경상남도 양산시 물금읍 가촌리 1270-13","35.31717429","128.9984279","양우내안애2차 정문","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-187","01","경상남도","양산시","48330","경상남도 양산시 물금읍 야리로 19","경상남도 양산시 물금읍 가촌리 1270-13","35.31764822","129.0009104","양우내안에2차 207동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-186","01","경상남도","양산시","48330","경상남도 양산시 야리로 30","경상남도 양산시 물금읍 가촌리 1271-3","35.3161367838","129.0003699982","양우내안애 1차 103동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-185","01","경상남도","양산시","48330","경상남도 양산시 물금읍 청운로 185","경상남도 양산시 물금읍 가촌리 1269-17","35.31721776","129.0028186","반도4차옆사거리 ABC치과건물","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-184","01","경상남도","양산시","48330","경상남도 양산시 백호로 91","경상남도 양산시 물금읍 범어리 2768-2","35.3172317054","129.0053518236","반도유보라4차 104동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-183","01","경상남도","양산시","48330","경상남도 양산시 물금읍 메기로 168","경상남도 양산시 물금읍 증산리 1818","35.30824101","129.0102731","물금 증산역","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-182","01","경상남도","양산시","48330","경상남도 양산시 물금읍 증산역로 152","경상남도 양산시 물금읍 증산리 1735-3","35.30917645","129.0061941","삼성디지털 프라자","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-181","01","경상남도","양산시","48330","경상남도 양산시 물금읍 증산역로 132","경상남도 양산시 물금읍 증산리 1733-1","35.3104102","129.004164","거북공원","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-127","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 643 맞은편 도로상","경상남도 양산시 물금읍 범어리 789-5","35.32899729","129.0040914849","양산부산대병원","물금안전센터","N","Y","2008","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-126","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 653","경상남도 양산시 물금읍 범어리 733-1 서원유통","35.3300050208","129.0048466","탑마트","물금안전센터","N","Y","2008","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-125","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 665","경상남도 양산시 물금읍 범어리 727-1","35.33031699","129.0057964","동양가구할인매장","물금안전센터","N","Y","2008","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-124","01","경상남도","양산시","48330","경상남도 양산시 물금읍 황산로 589","경상남도 양산시 물금읍 범어리 550-3","35.32555805","128.9997691","대륙전기조명","물금안전센터","Y","Y","2008","1","3","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-178","01","경상남도","양산시","48330","경상남도 양산시 물금읍 청운로 131","경상남도 양산시 물금읍 가촌리 1272-4","35.31333133","128.9975581","부영2차 202동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
"1-1-177","01","경상남도","양산시","48330","경상남도 양산시 물금읍 물금로 134","경상남도 양산시 물금읍 가촌리 1272-1","35.31505866","128.9957758","부영1차 103동","물금안전센터","N","Y","2012","1","2.5","65","양산소방서","055-379-9284","2019-09-19","5380000","경상남도 양산시"
